customer_id,age,gender,location,monthly_income,current_outstanding,credit_utilization_ratio,num_open_loans,repayment_history_score,dpd_last_3_months,num_hard_inquiries_last_6m,recent_credit_card_usage,recent_loan_disbursed_amount,total_credit_limit,months_since_last_default,monthly_emi_outflow,target_credit_score_movement
4385,41,Male,Hyderabad,194302,415466,0.7927221568566656,2,86,56,4,127430,179821,626932,19,69299,stable
7396,48,Other,Delhi,180600,6735,0.14420006853710102,9,23,83,2,39383,397866,1370272,32,77494,stable
9666,44,Male,Bangalore,123815,72430,0.8686702943105941,9,55,69,1,42105,308941,335344,2,54148,stable
3558,44,Male,Chennai,135249,727790,1.1436361423567722,8,34,17,2,229616,103724,933062,29,78394,stable
8849,34,Female,Delhi,159620,713111,0.795258793053451,4,26,20,1,92269,286216,1567131,29,74117,stable
3047,57,Male,Mumbai,171194,254980,0.40576161412190104,1,70,20,0,12391,165153,1064162,6,109437,stable
3747,47,Female,Mumbai,25595,541912,0.44037532811590485,9,23,68,4,177410,235957,242224,57,8999,stable
1189,44,Male,Hyderabad,91146,856306,0.942571720887487,0,98,89,1,168651,211727,1854840,2,16833,stable
3734,26,Female,Mumbai,43973,459851,0.2226440292518625,4,96,72,4,193618,99945,1344966,12,26235,stable
4005,46,Female,Hyderabad,157261,177091,0.5099280944822001,6,80,37,4,225990,228955,432591,37,37277,stable
5658,35,Female,Chennai,73438,219299,0.3094097282001305,9,10,77,2,184753,477990,348549,43,41812,stable
2899,49,Male,Delhi,50459,66496,0.3201418592414446,7,5,17,3,6285,222179,243194,53,12890,stable
8734,56,Other,Delhi,57059,983458,0.10388886222107112,1,97,17,1,271711,160432,1367214,28,16612,stable
2267,30,Male,Chennai,100165,845043,1.076382491105614,3,87,78,0,68448,217036,1331970,2,11322,stable
2528,48,Male,Hyderabad,192040,436707,0.44884282227725514,4,98,59,1,25739,263057,265333,31,130562,stable
4556,29,Female,Bangalore,53352,178412,0.5257616079643683,8,46,78,4,151683,311391,1204216,43,34708,stable
4890,41,Other,Mumbai,128923,984658,0.12817544697447758,1,5,9,3,90676,42865,1299516,3,40486,stable
9838,30,Male,Chennai,56862,675351,0.20452138149536758,0,37,36,2,245528,39665,1842437,0,17170,stable
6393,24,Female,Mumbai,183803,29573,0.3446752510073725,3,50,12,1,216433,281711,421920,53,35879,stable
9792,24,Male,Bangalore,130365,158191,0.2884662088794022,6,9,34,2,236570,463073,1622065,58,20514,stable
9433,26,Male,Hyderabad,128001,555082,1.0233733306345163,7,18,48,3,36244,305255,1525273,12,56025,decrease
8513,46,Female,Mumbai,100431,200572,1.146756918138645,9,68,36,0,103103,474186,1368539,57,14948,stable
3612,60,Female,Hyderabad,119416,106931,1.1288444603876988,2,61,43,4,277884,87990,1668747,6,76379,decrease
8041,36,Female,Bangalore,187251,385729,0.3349983731562207,6,0,34,3,282768,12442,1742285,11,38594,stable
7235,28,Male,Hyderabad,25267,582285,0.2393224636217761,1,9,61,4,199372,144384,130999,5,3159,stable
6486,48,Female,Bangalore,133304,598055,0.8260449146482083,7,47,37,0,75375,421028,743818,10,53588,stable
8099,36,Female,Delhi,62829,513774,0.40722835514240396,5,25,35,4,185039,221657,476274,29,24434,stable
1775,58,Male,Mumbai,185517,952059,0.1620376929039857,5,72,48,3,101735,210989,451510,4,105436,stable
9226,21,Female,Mumbai,115540,788073,0.7187072215408575,7,92,72,4,217688,284356,231479,7,45753,stable
4152,39,Other,Bangalore,36955,161869,0.3930660962182383,8,70,76,4,157291,198137,280646,32,8217,stable
2585,37,Female,Bangalore,42479,859499,0.45072599796692325,7,59,37,4,79440,489378,107026,48,28199,stable
4943,48,Male,Chennai,36178,909298,0.7542850028484673,6,63,72,1,284168,201178,1619656,2,12011,stable
8555,64,Female,Bangalore,193679,202989,0.8670219347218803,8,75,76,4,120180,255524,912956,27,57517,decrease
4073,32,Female,Bangalore,166759,772986,0.22100510799242606,2,71,5,4,25434,347237,1019328,4,105637,stable
2021,26,Male,Hyderabad,118665,473505,0.15570778625279288,0,82,8,4,203710,448942,526497,40,54145,stable
4843,27,Female,Hyderabad,76037,494208,1.007246692458065,9,80,59,0,22072,96017,1489973,39,28798,stable
8989,28,Other,Mumbai,153300,399382,0.3949078227470585,3,18,4,2,246828,109402,763259,17,23962,stable
7873,23,Female,Hyderabad,72996,960256,0.678267997888975,4,82,78,1,70887,491001,1728520,24,20017,stable
6675,41,Female,Hyderabad,121190,714283,0.963554559320491,4,32,24,3,141599,328418,231049,22,56487,stable
1161,28,Male,Mumbai,33656,792428,0.16050594695874207,6,26,21,2,292710,203431,393910,23,7555,stable
5297,48,Other,Delhi,54389,205998,0.9506542913064869,0,86,53,1,79731,467665,1600087,11,23342,stable
1995,50,Female,Chennai,181839,919067,0.714198580721741,0,23,24,2,7526,66157,830663,23,37287,stable
8629,52,Male,Hyderabad,64878,193662,0.21606722653631272,3,48,33,2,296334,389741,235785,7,45099,stable
2016,31,Female,Delhi,136705,246239,0.8439154317324278,5,53,74,4,135261,448281,259471,46,58720,decrease
8869,40,Female,Chennai,158290,379513,0.1802788025218256,1,39,50,2,299458,85336,888950,21,50883,stable
7439,36,Male,Mumbai,130505,550486,0.44232509495225236,5,73,32,2,140209,28357,327091,31,40583,stable
8892,45,Female,Hyderabad,112268,919394,0.6895078700135895,4,25,74,3,211754,138888,633555,33,61183,stable
7863,29,Female,Hyderabad,91966,807963,0.8415545320807931,1,73,57,3,251441,151755,253189,38,25880,decrease
8916,59,Male,Bangalore,141433,608708,0.3886331290027295,1,80,65,0,193451,60264,920855,26,65836,stable
9529,60,Female,Hyderabad,181056,305103,0.29839175848714306,7,7,30,1,211679,340421,1956063,29,103226,stable
1878,60,Female,Hyderabad,102416,839150,0.9142798922292368,8,24,60,4,92254,256580,710324,46,25544,decrease
5887,23,Male,Delhi,124114,801427,0.5494387479919162,9,44,83,3,153898,112624,238248,5,58281,stable
5859,36,Male,Delhi,36180,477363,0.3236831914018869,2,74,35,2,178080,194562,1622776,8,6470,stable
7331,32,Male,Hyderabad,29513,513967,0.7538477698163573,2,78,18,3,245908,180386,568699,53,7854,stable
9571,35,Male,Chennai,114051,392659,0.5337191649197476,2,53,39,1,235591,254952,1427286,49,74844,stable
9684,24,Female,Mumbai,23374,182800,0.7816839858540795,4,49,83,2,25587,101459,814693,43,13648,stable
8208,43,Male,Delhi,109595,143039,0.9603467364836438,8,2,78,3,154899,424978,1019250,49,33148,decrease
6276,47,Female,Chennai,104871,281732,0.12212215193516679,7,48,40,2,89447,153836,1175939,21,55419,stable
3062,59,Other,Hyderabad,85130,14011,0.49118130175305363,6,53,48,2,294461,37154,302041,12,41442,stable
1064,63,Male,Bangalore,114482,956600,0.4861511047753342,6,67,21,1,229957,199842,1373168,9,11455,stable
9006,57,Female,Delhi,27182,244627,1.0895655186688695,6,21,14,1,252189,104983,941701,14,9847,stable
3568,33,Female,Delhi,70776,702148,1.196719984798618,8,39,11,2,27517,313049,1411459,22,36510,stable
6463,63,Female,Bangalore,131310,421826,0.8181883027408648,4,82,40,2,62363,387863,185264,44,73644,stable
3027,57,Male,Hyderabad,54545,9183,0.5486863473061047,4,88,25,2,147500,376533,399026,14,35683,stable
3695,60,Male,Delhi,41436,167896,0.5842018806066077,7,4,54,3,64935,232243,1297818,24,9449,stable
6258,41,Male,Hyderabad,53454,927137,0.8298612881956643,4,17,31,2,148456,393701,1269683,36,16251,stable
6618,49,Male,Chennai,166015,107057,0.7537066456833529,1,69,46,2,45277,51786,413029,24,32069,stable
7736,49,Female,Delhi,143713,972673,1.0453646557512182,0,16,67,4,281644,213519,1454064,1,41096,decrease
1391,31,Male,Hyderabad,108390,176585,0.885201270119481,3,81,70,4,257122,349910,567832,12,23187,decrease
6892,48,Male,Chennai,138982,991121,0.24747856893760556,7,59,85,3,219834,305911,208789,18,14416,stable
4561,30,Female,Delhi,123347,434188,1.022583976079426,7,37,35,3,73275,478548,1745109,2,79639,decrease
7184,25,Male,Mumbai,33745,477589,0.42013054348541656,6,8,84,0,274730,239409,489252,3,16061,stable
4099,45,Male,Hyderabad,93143,918150,0.9379790039266335,5,50,63,1,282199,464785,642118,39,44159,stable
7278,53,Female,Chennai,114489,109790,0.1609184469423404,2,73,41,3,74221,398337,173047,23,77541,stable
9392,37,Female,Mumbai,115995,312991,0.4445632893070318,7,99,75,3,212767,150258,458222,20,18277,stable
4104,53,Male,Hyderabad,96803,934593,0.8961975223545281,2,38,65,2,194149,350050,791505,30,63064,stable
8215,45,Male,Delhi,27001,964394,1.1745135173735624,0,62,69,3,207690,177146,1306375,22,8672,decrease
3454,53,Male,Hyderabad,34123,57270,0.542079988867629,9,90,50,1,166257,126406,406503,28,17758,stable
9996,29,Female,Chennai,24991,512238,0.3675700130189814,7,90,39,1,62383,53353,76017,52,8782,stable
3731,47,Female,Delhi,197739,911524,1.0582107056643235,1,36,84,1,170095,15113,809352,27,26821,stable
9154,45,Male,Delhi,179623,808752,1.0254736574667516,5,30,37,3,26690,312162,706877,14,102552,decrease
6056,24,Male,Delhi,47915,273987,0.6988584298718817,8,59,36,2,8766,499286,1164472,42,11565,stable
9110,29,Female,Bangalore,64436,768765,0.39322980329047363,5,94,68,1,154683,98784,581261,2,25403,stable
4840,35,Female,Chennai,51626,342318,0.4394201169653834,3,87,25,2,148703,46616,144664,42,20514,stable
2028,36,Female,Mumbai,110155,781214,0.637694745721589,7,24,13,0,56257,382804,1547094,2,37862,stable
8385,36,Male,Delhi,60993,555384,1.180431257724396,0,86,57,1,279979,491985,1992302,57,34103,stable
1502,33,Female,Chennai,44912,342855,0.22212107782918894,3,11,37,1,133379,93580,316302,59,8720,stable
7910,34,Female,Bangalore,144682,407756,0.5003088583662092,5,12,14,1,25077,257444,1560038,39,69127,stable
7938,42,Female,Bangalore,141342,636607,1.04703019061252,3,79,34,2,50525,38038,1506509,30,84517,stable
5488,41,Female,Delhi,72863,64449,1.1579297843164942,2,62,80,1,138131,17786,1757718,45,21665,stable
1206,29,Male,Chennai,86890,843011,0.1557014829113356,5,18,63,4,168777,336966,1737729,15,52717,stable
6134,61,Male,Bangalore,69318,916715,0.7482325389679385,7,17,3,3,40037,250114,730209,56,11539,stable
6977,24,Male,Delhi,76761,279965,0.764763984990701,5,3,66,3,207148,126183,157062,35,23607,stable
8721,30,Male,Hyderabad,53283,512875,0.6550453615222078,0,64,11,3,53920,192699,1460523,57,5333,stable
8035,55,Female,Hyderabad,100040,331829,0.1474390019948365,2,22,85,3,170275,34039,1087122,48,39038,stable
2484,29,Male,Hyderabad,20440,547101,0.44938465672708494,7,64,53,2,81631,26262,1176190,3,7384,stable
8858,36,Male,Mumbai,27364,761583,0.5842786896076229,0,58,77,2,22977,82249,1065544,47,10992,stable
1863,38,Female,Chennai,188158,548368,0.6364845661429808,7,20,57,4,279891,43336,941348,52,59390,stable
3790,30,Male,Hyderabad,82194,228559,1.1621617242961462,6,33,14,2,20842,50699,1381226,19,40936,stable
8408,41,Male,Bangalore,181811,725471,0.4352681187855384,5,85,24,3,135180,72352,1940091,33,40157,stable
9755,35,Male,Mumbai,190625,44418,0.16507080553362866,0,56,42,3,244710,123771,346050,44,77984,stable
6116,35,Female,Hyderabad,95560,55707,0.23207942171261187,8,79,26,4,41614,211955,1813987,39,23069,stable
7019,31,Male,Delhi,15817,176064,0.48786390012787495,8,17,39,1,35316,413730,1439742,14,10626,stable
2757,60,Female,Bangalore,140457,658776,0.9563458464779026,3,25,8,1,79927,326689,1700584,27,31468,stable
8574,62,Male,Mumbai,113313,739230,0.7679335342847232,0,26,1,0,284493,383729,714359,15,15206,stable
7374,61,Female,Mumbai,150124,253614,0.9601479040541557,4,60,7,4,105779,228373,490035,53,22934,stable
7892,57,Male,Bangalore,19673,456410,1.1103054590221293,4,60,48,3,27464,212275,1430359,42,6752,decrease
2678,40,Female,Hyderabad,90784,469994,0.23291067942327512,4,93,55,1,160394,461829,1930006,42,19591,stable
4242,54,Male,Delhi,57622,125452,0.6800443291976289,9,23,35,1,141339,3559,1755037,28,38903,stable
5636,42,Male,Delhi,92349,617978,0.787160982447523,3,44,81,0,61251,245507,1365299,37,62163,stable
2059,38,Female,Delhi,76062,672986,0.5585143620679707,0,38,82,1,138775,226748,1104576,54,13056,stable
7668,36,Male,Mumbai,55706,583702,0.5981130696161345,0,40,20,3,37060,92780,1292414,59,20316,stable
4157,25,Male,Hyderabad,41265,186115,0.1927383538465492,2,24,48,1,52795,270936,63547,32,17926,stable
6915,21,Female,Bangalore,29726,999751,0.16453236697632095,6,55,12,3,58630,442409,468270,38,13815,stable
3693,39,Male,Chennai,138943,70072,0.1472560256431537,6,85,59,4,277898,253931,978580,55,36822,stable
4627,30,Female,Delhi,121072,702418,0.821224826671651,5,25,9,4,72362,484522,1972403,7,80502,stable
6450,41,Male,Bangalore,139260,804625,0.21092812058938018,3,86,11,4,24146,227908,1845921,58,96165,stable
2663,33,Female,Bangalore,115962,664438,0.5053414911786207,4,89,10,1,260467,311206,1590612,57,55273,stable
6592,44,Other,Delhi,100677,224172,1.1087800349369248,7,81,68,4,90993,39858,1486502,52,50543,decrease
8392,43,Male,Chennai,177530,874914,0.2845238239103706,0,74,14,0,191060,225064,1972903,59,80673,stable
2306,43,Female,Mumbai,127757,470818,0.6201305864729447,3,35,42,3,234824,137100,463849,32,74064,stable
7776,31,Male,Mumbai,170718,916578,0.9023968980026601,5,56,79,4,71648,265091,977438,1,106540,decrease
6864,22,Female,Hyderabad,138557,542282,0.372404194555902,7,16,67,3,212312,374369,1133183,4,83801,stable
8526,26,Male,Mumbai,122377,9124,0.1240233925130107,6,95,78,3,72065,186296,1268288,47,47678,stable
9901,31,Female,Bangalore,40052,110795,0.9556718871690192,0,86,38,1,64554,65640,108083,30,20952,stable
6575,35,Female,Mumbai,133708,275727,0.9016024878520598,5,42,28,4,62025,369012,886932,1,78153,stable
6530,29,Male,Hyderabad,143853,714507,1.1779851513802588,0,49,40,3,270858,382036,1644587,5,17524,decrease
5413,32,Male,Bangalore,187180,477500,0.7671410415986144,5,82,36,2,50005,174105,1980494,24,97382,stable
4748,56,Male,Bangalore,82817,648506,0.44007644805481216,4,61,8,2,268641,15002,571599,36,42395,stable
1663,48,Female,Chennai,125660,401479,0.2426800329680692,0,50,5,0,227584,409140,299599,45,40894,stable
2998,43,Male,Delhi,58175,601582,0.2087999726201854,0,14,50,0,263530,409233,372801,5,10772,stable
8994,47,Female,Delhi,148359,223296,0.8016839944006333,3,64,48,3,272379,191855,226005,29,61613,decrease
2495,44,Male,Delhi,50562,993605,0.4842572095059916,5,2,71,1,291463,83240,1673197,35,16973,stable
4304,34,Male,Hyderabad,193741,469062,1.0150944512066604,5,80,67,3,268197,119570,1444047,50,26637,decrease
4763,55,Female,Mumbai,141921,622634,0.23697577851153645,9,16,52,2,286513,351329,383703,25,66809,stable
6232,47,Female,Delhi,55640,477504,1.1604028443186487,8,58,42,0,101556,135314,791915,10,9950,stable
2853,41,Female,Mumbai,140424,780326,0.16579659171433292,3,28,14,2,248914,134182,489353,16,46294,stable
7585,33,Female,Delhi,23035,785549,0.9600219768173409,7,67,7,4,220744,495722,383954,27,9237,stable
2291,28,Female,Chennai,147943,710433,0.955691109773996,5,4,89,3,93589,278351,575385,37,75405,decrease
4581,64,Female,Mumbai,133852,957339,0.7744951275559948,8,53,17,0,140879,128057,1467072,44,16900,stable
8554,64,Male,Hyderabad,168238,720107,1.191820542860247,6,56,88,1,192610,25082,261134,33,87979,stable
8280,64,Female,Hyderabad,156365,105280,0.10496012461223302,3,93,7,0,123584,40230,1457689,57,63189,stable
2636,54,Female,Mumbai,156058,978713,0.611691733854166,6,9,84,0,297861,475566,1881381,30,65891,stable
4696,62,Female,Hyderabad,173637,289315,0.2163577410207131,7,37,49,0,102197,8732,139543,14,81698,stable
1698,43,Female,Bangalore,34729,557217,0.6663346489870273,2,12,58,3,205144,189655,297646,36,7415,stable
5737,29,Male,Hyderabad,126362,184763,0.31518682806894893,1,2,27,1,205879,6402,550954,20,33746,stable
1854,21,Male,Chennai,182026,584856,0.5910598769396982,9,8,63,2,46511,193334,222908,24,49743,stable
9164,56,Male,Chennai,33690,300567,0.1418252734014711,7,55,36,0,290332,231155,705923,50,18437,stable
6855,36,Female,Mumbai,144677,768995,0.5985972313224673,3,72,11,0,15818,454458,1163911,49,82018,stable
8392,45,Male,Hyderabad,55071,149099,0.8334579218679043,0,16,45,2,133197,433205,801702,37,34209,stable
7528,38,Male,Mumbai,57783,257030,1.0668911749515935,9,98,0,0,67939,317307,1691046,18,33519,stable
6249,54,Female,Delhi,177653,146279,1.1201157534053325,1,98,2,1,270713,281697,1092644,24,55764,stable
6172,58,Female,Bangalore,165546,186520,0.48869718147003915,9,4,19,1,82945,488316,801121,59,65170,stable
2707,23,Male,Mumbai,137629,502110,0.9884782661841764,6,7,3,4,3073,311963,1173025,37,91599,stable
6791,40,Female,Mumbai,174560,138660,1.0671570610510872,4,31,24,2,161480,346087,1476795,4,67168,stable
6535,39,Male,Mumbai,182133,681356,1.1665226673991782,6,16,5,3,182118,353800,714518,11,51494,stable
5931,33,Female,Mumbai,164829,51155,0.5835280465456724,2,55,55,4,139083,248898,745045,49,24481,stable
4510,37,Female,Chennai,136148,847964,1.0015195312865666,3,56,20,1,110522,166415,575493,55,70692,stable
1202,34,Male,Bangalore,184129,955166,0.3864138365610309,2,9,5,4,129811,329252,358018,29,67652,stable
5218,50,Male,Delhi,83596,226711,0.9441088150711936,7,37,24,3,146557,125579,330510,0,57234,stable
9958,42,Male,Bangalore,174956,663490,0.979553448281414,0,38,50,4,251626,73085,1560841,54,58538,decrease
5389,63,Male,Mumbai,192486,889260,1.0390588401470089,9,82,65,4,217290,113602,1890399,12,86510,decrease
3327,63,Male,Chennai,147842,107169,0.9944578292017738,4,98,17,1,230875,375846,1119928,59,57164,stable
9004,49,Other,Delhi,138156,719290,0.9648241219818942,3,82,76,2,129297,334426,1275526,8,70259,stable
3931,22,Male,Mumbai,33893,179836,0.8511594689197167,7,12,43,0,108884,340951,1786891,29,17136,stable
8777,28,Female,Mumbai,152529,182770,0.22207830197462963,8,36,25,2,10715,401479,1696440,30,94943,stable
1197,34,Female,Hyderabad,62269,233221,0.5092506816229722,0,42,50,4,80619,121333,1780214,12,27673,stable
8125,54,Female,Bangalore,53859,535991,0.37160100647652705,9,45,14,1,52943,199550,1027575,1,12661,stable
2930,33,Male,Bangalore,161044,432482,0.5763210224741079,2,16,13,0,123912,37015,293889,1,62804,stable
7287,30,Male,Bangalore,83284,685580,1.1082589957594502,6,34,59,0,178240,191102,287482,28,13406,stable
9800,28,Female,Hyderabad,161468,479481,0.7754287635685374,6,67,69,0,179905,342075,1407257,45,82428,stable
5282,27,Female,Chennai,27381,121713,0.19231490123730913,2,88,70,3,101716,245664,1721838,48,7321,stable
3511,33,Male,Chennai,127634,155815,0.4284718329851137,5,88,75,0,179942,238219,1943223,52,19753,stable
1659,46,Female,Chennai,23290,829386,1.0370386839932528,5,91,63,2,92917,285968,1120685,58,6541,stable
3811,52,Male,Delhi,117562,124044,0.5128339204975938,4,30,22,2,277100,310668,1139695,33,42241,stable
8098,39,Male,Hyderabad,87361,483945,0.10792107184757027,2,25,60,2,109043,266998,1710581,13,18452,stable
7546,35,Female,Hyderabad,31425,857533,0.95298174737561,7,27,85,3,178747,393723,1692406,33,10844,decrease
2986,22,Female,Chennai,51915,59700,0.2547398037182068,9,48,41,0,40331,263457,416356,36,26977,stable
9338,57,Male,Chennai,56192,954604,0.23415366542994082,9,15,63,0,147666,274194,631545,58,31272,stable
3911,39,Male,Chennai,177185,773815,0.7785191072772326,7,28,70,0,103751,189547,675541,13,82881,stable
2734,53,Male,Hyderabad,178018,55595,0.7258578578384757,2,19,71,1,180885,351592,1997944,22,28330,stable
2843,59,Other,Chennai,180889,264923,0.49711606823776966,0,9,17,4,236849,64741,1973145,45,60305,stable
9680,53,Male,Bangalore,181273,291267,0.32842704260619177,2,99,75,0,28956,8999,623864,45,121443,stable
3976,21,Male,Chennai,65669,955349,0.21390243044350654,9,68,61,0,28964,469260,979067,8,11957,stable
2959,59,Male,Bangalore,166632,653756,0.23376113619573047,3,52,61,3,174347,44457,824793,45,31199,stable
6759,48,Male,Mumbai,170111,984501,0.9092764542608711,1,8,4,2,84655,384739,64241,40,117935,stable
7694,37,Female,Mumbai,157960,813232,1.0903154334084884,8,21,37,3,11194,468932,81296,39,88984,decrease
3385,26,Male,Hyderabad,97380,736804,0.7181546680450178,3,90,10,1,34232,414061,245042,51,43184,stable
5736,64,Female,Delhi,154173,562193,0.8103718608534436,6,20,61,0,17722,198461,178132,36,63500,stable
2802,40,Male,Mumbai,157387,846593,1.1704885337840527,6,47,0,2,191589,209820,1025298,7,39022,stable
9155,33,Female,Hyderabad,80946,547255,0.11721032087730943,6,92,86,4,4931,247932,160364,11,32535,stable
9120,32,Male,Hyderabad,100748,387505,0.2715145774654637,6,4,78,1,181874,285836,844112,30,23792,stable
7616,50,Female,Bangalore,40201,579424,0.617186844584807,5,14,24,0,129774,211817,1496834,1,15717,stable
6534,41,Male,Bangalore,55756,538615,0.1968043270515032,5,68,37,4,230919,194281,522872,43,6138,stable
5061,22,Female,Chennai,153150,148202,0.3880606632769176,9,74,21,2,199825,62512,408538,57,37209,stable
1262,38,Female,Mumbai,17468,592068,0.5264945603909292,2,67,22,1,143818,483917,1734858,44,6450,stable
7287,48,Female,Bangalore,98896,443775,0.8766726833711806,7,59,18,0,127630,398412,1201112,16,37064,stable
9815,24,Male,Delhi,87657,36363,0.24532582589241586,7,76,65,4,134150,409361,1957545,20,57124,stable
3049,62,Other,Hyderabad,42203,779279,0.761867067505357,6,8,35,2,238184,268012,1536353,31,4849,stable
6423,63,Male,Chennai,158727,563129,0.15700332448509918,9,58,52,2,98394,446816,503816,38,79920,stable
5548,26,Female,Bangalore,39029,906973,0.5919724576492212,0,87,54,3,251210,397452,682848,3,18715,stable
4108,58,Male,Bangalore,57405,430353,0.20855528284466474,8,78,85,4,197089,393405,548175,44,39550,stable
8158,29,Male,Bangalore,153832,728090,0.6480828856328572,1,52,82,4,109662,444246,1811204,37,51682,stable
8400,40,Male,Mumbai,119568,286062,0.5570565821330685,8,41,25,3,50537,338073,1062177,33,18760,stable
4170,50,Male,Bangalore,67655,108279,0.5175357734328654,8,98,42,3,244120,39345,1318395,26,19083,stable
3255,57,Male,Hyderabad,23312,796890,0.9935869877760851,0,35,81,1,25,481280,1787115,20,7472,stable
2154,58,Male,Bangalore,67408,833484,0.6678742125892065,4,38,52,0,75984,40335,1622718,17,25231,stable
5499,24,Other,Delhi,59021,293441,0.3989298720773159,3,59,66,4,1532,46441,1214849,32,19670,stable
7295,58,Female,Bangalore,151662,79896,0.994155837074884,6,43,86,0,210008,363183,1306004,40,76638,stable
7197,33,Male,Chennai,31650,25376,0.6728114404180722,5,33,79,4,53677,205556,911456,18,7830,stable
2648,55,Male,Chennai,185449,128802,1.1730780227684705,8,77,41,4,201194,485904,1037479,34,104197,decrease
6539,50,Female,Delhi,79875,221399,0.644617969480521,0,92,18,1,66019,42467,1268612,29,28158,stable
5199,62,Male,Chennai,130710,719679,1.0077321288405936,3,10,71,3,113813,371355,291903,31,61388,decrease
9445,24,Female,Mumbai,24524,525560,0.10150631746360228,3,21,15,1,53990,324420,753930,31,7887,stable
3557,45,Female,Hyderabad,120977,820652,0.37636452006575527,1,69,44,3,194310,322555,1955919,45,77509,stable
6592,51,Female,Hyderabad,133210,802624,0.1324793766204012,7,11,33,0,215847,157931,512624,30,75247,stable
1098,32,Female,Mumbai,28162,93810,0.7029039496890717,4,39,36,3,53464,94350,1399772,7,12139,stable
3200,35,Female,Chennai,168998,876184,0.6203185556275235,1,95,38,1,256773,346637,1428692,53,94512,stable
3961,46,Male,Delhi,117118,536049,0.9342420381461897,8,17,26,2,109100,70466,1277684,22,50262,stable
5973,30,Male,Delhi,39837,45748,0.22408131279676502,6,8,81,1,290485,464055,1188677,52,10483,stable
5433,32,Male,Hyderabad,184180,996812,1.0134404460461348,2,16,21,2,234687,222028,1946066,49,53145,stable
3869,42,Female,Delhi,190962,931004,0.1793860665120468,4,20,19,0,143585,33908,1168048,47,133484,stable
1956,60,Male,Mumbai,107123,698529,1.0292252688127184,9,30,66,2,185075,98740,1232932,8,48481,stable
9352,41,Female,Hyderabad,195098,199822,0.7064276604441778,8,100,37,3,284796,138829,185389,50,57870,stable
6699,55,Male,Bangalore,190254,102853,0.20041770961891914,9,87,89,2,207323,392771,817222,30,21915,stable
7944,27,Male,Mumbai,62961,505681,0.13406728783929076,4,76,18,1,2439,436817,901321,15,42438,stable
5493,38,Male,Mumbai,148765,876905,0.9776219226418635,8,76,42,0,253126,445709,535864,17,49717,stable
5911,47,Female,Delhi,124216,593563,0.44884023176887544,2,58,48,3,173992,35742,1740226,47,26203,stable
4987,55,Female,Delhi,171493,390452,1.1396226005208927,7,87,9,1,225166,268086,1224906,50,42915,stable
7015,22,Female,Delhi,124159,849429,1.1862540694809323,6,96,4,2,11539,210978,93260,1,54358,stable
2218,52,Female,Bangalore,48170,568810,0.9823396719586198,3,81,28,3,5611,418647,1627839,43,25759,stable
5496,35,Other,Mumbai,33353,782840,0.9385420965404974,0,23,43,0,17318,489408,365238,50,15419,stable
5735,44,Female,Chennai,41098,293895,0.8876516589341826,1,32,63,4,126908,179153,552798,10,28581,decrease
